CONTRATO,ESTADO,estado_final
213793,CERTIFICADO,✅ Cumplidas
1868792,CERTIFICADO,✅ Cumplidas
3156065,CUMPLE,! Pendiente
412122,PROGRAMADA,! Pendiente
412519,PROGRAMADA,! Pendiente
534685,PROGRAMADA,! Pendiente
267311,CERTIFICADO,✅ Cumplidas
505024,PROGRAMADA,! Pendiente
460569,PROGRAMADA,! Pendiente
626525,PROGRAMADA,! Pendiente
680704,PROGRAMADA,! Pendiente
488545,PROGRAMADA,! Pendiente
1824228,CERTIFICADO,✅ Cumplidas
254863,CERTIFICADO,✅ Cumplidas
1252598,,! Pendiente
1105740,CERTIFICADO,✅ Cumplidas
1222465,VISITA NO EFECTIVA,❌ No efectiva
508468,CERTIFICADO,✅ Cumplidas
366749,CERTIFICADO,✅ Cumplidas
334244,CERTIFICADO,✅ Cumplidas
1106573,NO CERTIFICADO,✅ Cumplidas
380819,CERTIFICADO,✅ Cumplidas
232921,VISITA NO EFECTIVA,❌ No efectiva
264168,CERTIFICADO,✅ Cumplidas
1357043,CERTIFICADO,✅ Cumplidas
562282,CERTIFICADO,✅ Cumplidas
246973,CERTIFICADO,✅ Cumplidas
2544962,PROGRAMADA,! Pendiente
480614,CERTIFICADO,✅ Cumplidas
505962,CERTIFICADO,✅ Cumplidas
225192,CERTIFICADO,✅ Cumplidas
874409,CERTIFICADO,✅ Cumplidas
539575,CERTIFICADO,✅ Cumplidas
420190,CERTIFICADO,✅ Cumplidas
1353733,CERTIFICADO,✅ Cumplidas
1359886,VISITA NO EFECTIVA,❌ No efectiva
271273,CERTIFICADO,✅ Cumplidas
2567737,CERTIFICADO,✅ Cumplidas
517257,CERTIFICADO,✅ Cumplidas
3163808,VISITA NO EFECTIVA,❌ No efectiva
271398,CERTIFICADO,✅ Cumplidas
684723,CERTIFICADO,✅ Cumplidas
927333,CERTIFICADO,✅ Cumplidas
235789,CERTIFICADO,✅ Cumplidas
2534185,CERTIFICADO,✅ Cumplidas
700540,CERTIFICADO,✅ Cumplidas
1050687,CERTIFICADO,✅ Cumplidas
1352483,CERTIFICADO,✅ Cumplidas
1043271,VISITA NO EFECTIVA,❌ No efectiva
1202957,CERTIFICADO,✅ Cumplidas
464866,NO CERTIFICADO,✅ Cumplidas
882533,CERTIFICADO,✅ Cumplidas
10916122,CERTIFICADO,✅ Cumplidas
1238663,VISITA NO EFECTIVA,❌ No efectiva
439795,CERTIFICADO,✅ Cumplidas
697077,CERTIFICADO,✅ Cumplidas
1256309,,! Pendiente
1041418,VISITA NO EFECTIVA,❌ No efectiva
2506352,CERTIFICADO,✅ Cumplidas
489012,CERTIFICADO,✅ Cumplidas
283016,CERTIFICADO,✅ Cumplidas
2563162,NO CERTIFICADO,✅ Cumplidas
1920275,CERTIFICADO,✅ Cumplidas
270933,CERTIFICADO,✅ Cumplidas
2461104,VISITA NO EFECTIVA,❌ No efectiva
1340863,CERTIFICADO,✅ Cumplidas
475947,CERTIFICADO,✅ Cumplidas
612129,VISITA NO EFECTIVA,❌ No efectiva
259313,CERTIFICADO,✅ Cumplidas
1220150,CERTIFICADO,✅ Cumplidas
13780,CERTIFICADO,✅ Cumplidas
1070610,CERTIFICADO,✅ Cumplidas
259715,CERTIFICADO,✅ Cumplidas
412800,CERTIFICADO,✅ Cumplidas
534955,CERTIFICADO,✅ Cumplidas
666764,CERTIFICADO,✅ Cumplidas
3135476,CERTIFICADO,✅ Cumplidas
918541,VISITA NO EFECTIVA,❌ No efectiva
2506319,NO CERTIFICADO,✅ Cumplidas
1834132,CERTIFICADO,✅ Cumplidas
1243272,VISITA NO EFECTIVA,❌ No efectiva
630624,VISITA NO EFECTIVA,❌ No efectiva
861883,CERTIFICADO,✅ Cumplidas
665528,CERTIFICADO,✅ Cumplidas
514452,CERTIFICADO,✅ Cumplidas
539573,NO CERTIFICADO,✅ Cumplidas
704158,NO CERTIFICADO,✅ Cumplidas
859171,CERTIFICADO,✅ Cumplidas
482199,CERTIFICADO,✅ Cumplidas
84794,VISITA NO EFECTIVA,❌ No efectiva
498694,CERTIFICADO,✅ Cumplidas
701820,CERTIFICADO,✅ Cumplidas
224202,CERTIFICADO,✅ Cumplidas
1117189,CERTIFICADO,✅ Cumplidas
1220057,,! Pendiente
1363134,VISITA NO EFECTIVA,❌ No efectiva
1219066,CERTIFICADO,✅ Cumplidas
403900,VISITA NO EFECTIVA,❌ No efectiva
1229172,VISITA NO EFECTIVA,❌ No efectiva
1115199,CERTIFICADO,✅ Cumplidas
1225081,NO CERTIFICADO,✅ Cumplidas
538627,CERTIFICADO,✅ Cumplidas
1824367,CERTIFICADO,✅ Cumplidas
514101,CERTIFICADO,✅ Cumplidas
1106687,CERTIFICADO,✅ Cumplidas
283440,CERTIFICADO,✅ Cumplidas
470040,NO CERTIFICADO,✅ Cumplidas
1116125,NO CERTIFICADO,✅ Cumplidas
1216491,VISITA NO EFECTIVA,❌ No efectiva
9729,CERTIFICADO,✅ Cumplidas
274629,CERTIFICADO,✅ Cumplidas
253447,NO CERTIFICADO,✅ Cumplidas
1328989,VISITA NO EFECTIVA,❌ No efectiva
569752,CERTIFICADO,✅ Cumplidas
509612,CERTIFICADO,✅ Cumplidas
1249531,CERTIFICADO,✅ Cumplidas
260493,CERTIFICADO,✅ Cumplidas
488821,VISITA NO EFECTIVA,❌ No efectiva
3163965,CERTIFICADO,✅ Cumplidas
1093960,CERTIFICADO,✅ Cumplidas
491126,,! Pendiente
872245,CERTIFICADO,✅ Cumplidas
1266893,VISITA NO EFECTIVA,❌ No efectiva
693814,CERTIFICADO,✅ Cumplidas
616300,,! Pendiente
